cleaned_comment,slang_replaced_comment,tekonized_comment,no_stopwords_comment,stemmed_comment
masyalah semoga berita yg terealisasi,masyalah semoga berita yang terealisasi,"['masyalah', 'semoga', 'berita', 'yang', 'terealisasi']","['masyalah', 'semoga', 'berita', 'terealisasi']","['masya', 'moga', 'berita', 'realisasi']"
spil pak kami siap membantu ,spil bapak kami siap membantu,"['spil', 'bapak', 'kami', 'siap', 'membantu']","['spil', 'bapak', 'siap', 'membantu']","['spil', 'bapak', 'siap', 'bantu']"
semangat pak ,semangat bapak,"['semangat', 'bapak']","['semangat', 'bapak']","['semangat', 'bapak']"
kita buktikan saja,kita buktikan saja,"['kita', 'buktikan', 'saja']",['buktikan'],['bukti']
nah iji baru bener,nah iji baru benar,"['nah', 'iji', 'baru', 'benar']","['nah', 'iji', 'baru', 'benar']","['nah', 'iji', 'baru', 'benar']"
semangat pak,semangat bapak,"['semangat', 'bapak']","['semangat', 'bapak']","['semangat', 'bapak']"
the real hero,sebuah nyata hero,"['sebuah', 'nyata', 'hero']","['sebuah', 'nyata', 'hero']","['buah', 'nyata', 'hero']"
pajak khusus kaum hedon buat rakyat menengah bawah fre harusnya bgt ,pajak khusus kaum hedon buat rakyat menengah bawah fre harusnya sekali,"['pajak', 'khusus', 'kaum', 'hedon', 'buat', 'rakyat', 'menengah', 'bawah', 'fre', 'harusnya', 'sekali']","['pajak', 'khusus', 'kaum', 'hedon', 'buat', 'rakyat', 'menengah', 'bawah', 'fre', 'harusnya', 'sekali']","['pajak', 'khusus', 'kaum', 'hedon', 'buat', 'rakyat', 'tengah', 'bawah', 'fre', 'harus', 'sekali']"
semangat pejuang keadilan pa,semangat pejuang keadilan bapak,"['semangat', 'pejuang', 'keadilan', 'bapak']","['semangat', 'pejuang', 'keadilan', 'bapak']","['semangat', 'juang', 'adil', 'bapak']"
tewak pa tuman loba duit tp teu malayar pajak gelo sugan ,tewak bapak tuman loba uang tapi teu malayar pajak gelo sugan,"['tewak', 'bapak', 'tuman', 'loba', 'uang', 'tapi', 'teu', 'malayar', 'pajak', 'gelo', 'sugan']","['tewak', 'bapak', 'tuman', 'loba', 'uang', 'teu', 'malayar', 'pajak', 'gelo', 'sugan']","['tewak', 'bapak', 'tuman', 'loba', 'uang', 'teu', 'malayar', 'pajak', 'gelo', 'sugan']"
nah selama ini ibu sri mulyani kemana kok gak ditagih konglomerat malah naikin pajak sana sini ini yg katanya mentri keuangan terbaik,nah selama ini ibu sri mulyani kemana kok tidak ditagih konglomerat malah naikin pajak sana sini ini yang katanya mentri keuangan terbaik,"['nah', 'selama', 'ini', 'ibu', 'sri', 'mulyani', 'kemana', 'kok', 'tidak', 'ditagih', 'konglomerat', 'malah', 'naikin', 'pajak', 'sana', 'sini', 'ini', 'yang', 'katanya', 'mentri', 'keuangan', 'terbaik']","['nah', 'selama', 'ibu', 'sri', 'mulyani', 'kok', 'tidak', 'ditagih', 'konglomerat', 'malah', 'naikin', 'pajak', 'sana', 'sini', 'katanya', 'mentri', 'keuangan', 'terbaik']","['nah', 'lama', 'ibu', 'sri', 'mulyani', 'kok', 'tidak', 'tagih', 'konglomerat', 'malah', 'naikin', 'pajak', 'sana', 'sini', 'kata', 'tri', 'uang', 'baik']"
bu sm ngajak bpk ke bliomberg krn menjadi panutan ekonomi dunia dg mengolkan hutang terbesar,ibu sama ngajak bapak ke bliomberg karena menjadi panutan ekonomi dunia dengan mengolkan hutang terbesar,"['ibu', 'sama', 'ngajak', 'bapak', 'ke', 'bliomberg', 'karena', 'menjadi', 'panutan', 'ekonomi', 'dunia', 'dengan', 'mengolkan', 'hutang', 'terbesar']","['ibu', 'sama', 'ngajak', 'bapak', 'bliomberg', 'menjadi', 'panutan', 'ekonomi', 'dunia', 'mengolkan', 'hutang', 'terbesar']","['ibu', 'sama', 'ngajak', 'bapak', 'bliomberg', 'jadi', 'panutan', 'ekonomi', 'dunia', 'kol', 'hutang', 'besar']"
spil deh pak kita buat ga bisa tidur,spil deh bapak kita buat tidak bisa tidur,"['spil', 'deh', 'bapak', 'kita', 'buat', 'tidak', 'bisa', 'tidur']","['spil', 'deh', 'bapak', 'buat', 'tidak', 'tidur']","['spil', 'deh', 'bapak', 'buat', 'tidak', 'tidur']"
cari makan di indonesia harus patuh sama regulasi pajak di indonesia persulit operasionalnya klau mangkir merasa besar mau keuntungan saja,cari makan di indonesia harus patuh sama regulasi pajak di indonesia persulit operasionalnya kalau mangkir merasa besar mau keuntungan saja,"['cari', 'makan', 'di', 'indonesia', 'harus', 'patuh', 'sama', 'regulasi', 'pajak', 'di', 'indonesia', 'persulit', 'operasionalnya', 'kalau', 'mangkir', 'merasa', 'besar', 'mau', 'keuntungan', 'saja']","['cari', 'makan', 'indonesia', 'patuh', 'sama', 'regulasi', 'pajak', 'indonesia', 'persulit', 'operasionalnya', 'kalau', 'mangkir', 'merasa', 'besar', 'mau', 'keuntungan']","['cari', 'makan', 'indonesia', 'patuh', 'sama', 'regulasi', 'pajak', 'indonesia', 'sulit', 'operasional', 'kalau', 'mangkir', 'rasa', 'besar', 'mau', 'untung']"
pantes si sm sedih pas disuruh berhenti ,pantes si sama sedih pas disuruh berhenti,"['pantes', 'si', 'sama', 'sedih', 'pas', 'disuruh', 'berhenti']","['pantes', 'si', 'sama', 'sedih', 'pas', 'disuruh', 'berhenti']","['pantes', 'si', 'sama', 'sedih', 'pas', 'suruh', 'henti']"
mantap mentri yg satu inicoba klw semua mentri punya rasa cinta pada negara dan rakyatnyamungkin negri ini bakal berubah ke arsh yg baik,mantap mentri yang satu inicoba klw semua mentri punya rasa cinta pada negara dan rakyatnyamungkin negri ini akan berubah ke arsh yang baik,"['mantap', 'mentri', 'yang', 'satu', 'inicoba', 'klw', 'semua', 'mentri', 'punya', 'rasa', 'cinta', 'pada', 'negara', 'dan', 'rakyatnyamungkin', 'negri', 'ini', 'akan', 'berubah', 'ke', 'arsh', 'yang', 'baik']","['mantap', 'mentri', 'satu', 'inicoba', 'klw', 'semua', 'mentri', 'punya', 'rasa', 'cinta', 'negara', 'rakyatnyamungkin', 'negri', 'berubah', 'arsh', 'baik']","['mantap', 'tri', 'satu', 'inicoba', 'klw', 'semua', 'tri', 'punya', 'rasa', 'cinta', 'negara', 'rakyatnyamungkin', 'negri', 'ubah', 'arsh', 'baik']"
baru disentil depan dpr terkait kilang eh hari ini kilang satu terbakar,baru disentil depan dpr terkait kilang eh hari ini kilang satu terbakar,"['baru', 'disentil', 'depan', 'dpr', 'terkait', 'kilang', 'eh', 'hari', 'ini', 'kilang', 'satu', 'terbakar']","['baru', 'disentil', 'depan', 'dpr', 'terkait', 'kilang', 'eh', 'hari', 'kilang', 'satu', 'terbakar']","['baru', 'sentil', 'depan', 'dpr', 'kait', 'kilang', 'eh', 'hari', 'kilang', 'satu', 'bakar']"
nah ini baru benerbkn kyk kmrn rakyat trs,nah ini baru benerbkn seperti kemarin rakyat terus,"['nah', 'ini', 'baru', 'benerbkn', 'seperti', 'kemarin', 'rakyat', 'terus']","['nah', 'baru', 'benerbkn', 'kemarin', 'rakyat', 'terus']","['nah', 'baru', 'benerbkn', 'kemarin', 'rakyat', 'terus']"
lindungi beliau ya alah,lindungi beliau ya alah,"['lindungi', 'beliau', 'ya', 'alah']","['lindungi', 'beliau', 'alah']","['lindung', 'beliau', 'alah']"
nahkan dapat surat cinta ,nahkan dapat surat cinta,"['nahkan', 'dapat', 'surat', 'cinta']","['nahkan', 'surat', 'cinta']","['nahkan', 'surat', 'cinta']"
spil konglomeratnya pak kalu susah nagihnya nanti rakyat bantu tagihkan,spil konglomeratnya bapak kalu susah nagihnya nanti rakyat bantu tagihkan,"['spil', 'konglomeratnya', 'bapak', 'kalu', 'susah', 'nagihnya', 'nanti', 'rakyat', 'bantu', 'tagihkan']","['spil', 'konglomeratnya', 'bapak', 'kalu', 'susah', 'nagihnya', 'rakyat', 'bantu', 'tagihkan']","['spil', 'konglomerat', 'bapak', 'kalu', 'susah', 'nagihnya', 'rakyat', 'bantu', 'tagih']"
mudahmudahan bisa tertagih ya berat soalnya,mudahmudahan bisa tertagih ya berat soalnya,"['mudahmudahan', 'bisa', 'tertagih', 'ya', 'berat', 'soalnya']","['mudahmudahan', 'tertagih', 'berat', 'soalnya']","['mudahmudahan', 'tagih', 'berat', 'soal']"
 rakyat rapatkan barisan,rakyat rapatkan barisan,"['rakyat', 'rapatkan', 'barisan']","['rakyat', 'rapatkan', 'barisan']","['rakyat', 'rapat', 'baris']"
kalo kita yg nungak pajak ga bisa perpanjang sim dl pak,kalau kita yang nungak pajak tidak bisa perpanjang sim dl bapak,"['kalau', 'kita', 'yang', 'nungak', 'pajak', 'tidak', 'bisa', 'perpanjang', 'sim', 'dl', 'bapak']","['kalau', 'nungak', 'pajak', 'tidak', 'perpanjang', 'sim', 'dl', 'bapak']","['kalau', 'nungak', 'pajak', 'tidak', 'panjang', 'sim', 'dl', 'bapak']"
bumi gonjanganjing,bumi gonjanganjing,"['bumi', 'gonjanganjing']","['bumi', 'gonjanganjing']","['bumi', 'gonjanganjing']"
sepil kolongmerat yg ga bayar pajak spy bayar,sepil kolongmerat yang tidak bayar pajak spy bayar,"['sepil', 'kolongmerat', 'yang', 'tidak', 'bayar', 'pajak', 'spy', 'bayar']","['sepil', 'kolongmerat', 'tidak', 'bayar', 'pajak', 'spy', 'bayar']","['pil', 'kolongmerat', 'tidak', 'bayar', 'pajak', 'spy', 'bayar']"
nah gitu dunk pak jangan rakyat yang uang nya mungil yang dipajakin terus ,nah gitu dunk bapak jangan rakyat yang uang nya mungil yang dipajakin terus,"['nah', 'gitu', 'dunk', 'bapak', 'jangan', 'rakyat', 'yang', 'uang', 'nya', 'mungil', 'yang', 'dipajakin', 'terus']","['nah', 'gitu', 'dunk', 'bapak', 'jangan', 'rakyat', 'uang', 'nya', 'mungil', 'dipajakin', 'terus']","['nah', 'gitu', 'dunk', 'bapak', 'jangan', 'rakyat', 'uang', 'nya', 'mungil', 'dipajakin', 'terus']"
menkeu bekerja dengan ikhlas,menkeu bekerja dengan ikhlas,"['menkeu', 'bekerja', 'dengan', 'ikhlas']","['menkeu', 'bekerja', 'ikhlas']","['menkeu', 'kerja', 'ikhlas']"
serius pak,serius bapak,"['serius', 'bapak']","['serius', 'bapak']","['serius', 'bapak']"
nah gini nih pak runcing ke atas biar gak tumpul ke atas mulu menyala menteri hebat ku,nah gini ini bapak runcing ke atas biar tidak tumpul ke atas selalu menyala menteri hebat ku,"['nah', 'gini', 'ini', 'bapak', 'runcing', 'ke', 'atas', 'biar', 'tidak', 'tumpul', 'ke', 'atas', 'selalu', 'menyala', 'menteri', 'hebat', 'ku']","['nah', 'gini', 'bapak', 'runcing', 'atas', 'biar', 'tidak', 'tumpul', 'atas', 'selalu', 'menyala', 'menteri', 'hebat', 'ku']","['nah', 'gin', 'bapak', 'runcing', 'atas', 'biar', 'tidak', 'tumpul', 'atas', 'selalu', 'nyala', 'menteri', 'hebat', 'ku']"
mantul pak jangan rakyat mulu yg digebrak,mantul bapak jangan rakyat selalu yang digebrak,"['mantul', 'bapak', 'jangan', 'rakyat', 'selalu', 'yang', 'digebrak']","['mantul', 'bapak', 'jangan', 'rakyat', 'selalu', 'digebrak']","['mantul', 'bapak', 'jangan', 'rakyat', 'selalu', 'gebrak']"
org kayak gak bayar pajak diem lu pade giliran rakyat lu kejar sampe lubang semut,orang seperti tidak bayar pajak diam lu pade giliran rakyat lu kejar sampai lubang semut,"['orang', 'seperti', 'tidak', 'bayar', 'pajak', 'diam', 'lu', 'pade', 'giliran', 'rakyat', 'lu', 'kejar', 'sampai', 'lubang', 'semut']","['orang', 'tidak', 'bayar', 'pajak', 'diam', 'lu', 'pade', 'giliran', 'rakyat', 'lu', 'kejar', 'lubang', 'semut']","['orang', 'tidak', 'bayar', 'pajak', 'diam', 'lu', 'pade', 'gilir', 'rakyat', 'lu', 'kejar', 'lubang', 'semut']"
atibawahanya kna sogok lgsung mlungker kek sebelumnya y pak ,atibawahanya kna sogok lgsung mlungker seperti sebelumnya iya bapak,"['atibawahanya', 'kna', 'sogok', 'lgsung', 'mlungker', 'seperti', 'sebelumnya', 'iya', 'bapak']","['atibawahanya', 'kna', 'sogok', 'lgsung', 'mlungker', 'sebelumnya', 'iya', 'bapak']","['atibawahanya', 'kna', 'sogok', 'lgsung', 'mlungker', 'belum', 'iya', 'bapak']"
knpa sri mulyani gk bicara tg ini ,knpa sri mulyani tidak bicara tg ini,"['knpa', 'sri', 'mulyani', 'tidak', 'bicara', 'tg', 'ini']","['knpa', 'sri', 'mulyani', 'tidak', 'bicara', 'tg']","['knpa', 'sri', 'mulyani', 'tidak', 'bicara', 'tg']"
ko bisa ya sekelas kolomrat nungak pajaklah beat karbo w kalau telat bayar pajak tahunan kena denda jir,ko bisa ya sekelas kolomrat nungak pajaklah beat karbo aku kalau telat bayar pajak tahunan kena denda jir,"['ko', 'bisa', 'ya', 'sekelas', 'kolomrat', 'nungak', 'pajaklah', 'beat', 'karbo', 'aku', 'kalau', 'telat', 'bayar', 'pajak', 'tahunan', 'kena', 'denda', 'jir']","['ko', 'sekelas', 'kolomrat', 'nungak', 'pajaklah', 'beat', 'karbo', 'aku', 'kalau', 'telat', 'bayar', 'pajak', 'tahunan', 'kena', 'denda', 'jir']","['ko', 'kelas', 'kolomrat', 'nungak', 'pajak', 'beat', 'karbo', 'aku', 'kalau', 'telat', 'bayar', 'pajak', 'tahun', 'kena', 'denda', 'jir']"
semoga berhasil pak,semoga berhasil bapak,"['semoga', 'berhasil', 'bapak']","['semoga', 'berhasil', 'bapak']","['moga', 'hasil', 'bapak']"
start the conversation,mulai sebuah conversation,"['mulai', 'sebuah', 'conversation']","['mulai', 'sebuah', 'conversation']","['mulai', 'buah', 'conversation']"
makasih infonya min ot bendera brazil kayaknya perlu diganti deh maf kalau saya salah,terimakasih infonya admin ot bendera brazil kayaknya perlu diganti deh maf kalau aku salah,"['terimakasih', 'infonya', 'admin', 'ot', 'bendera', 'brazil', 'kayaknya', 'perlu', 'diganti', 'deh', 'maf', 'kalau', 'aku', 'salah']","['terimakasih', 'infonya', 'admin', 'ot', 'bendera', 'brazil', 'kayaknya', 'perlu', 'diganti', 'deh', 'maf', 'kalau', 'aku', 'salah']","['terimakasih', 'info', 'admin', 'ot', 'bendera', 'brazil', 'kayak', 'perlu', 'ganti', 'deh', 'maf', 'kalau', 'aku', 'salah']"
dagestan ndak ada,dagestan ndak ada,"['dagestan', 'ndak', 'ada']","['dagestan', 'ndak']","['dagestan', 'ndak']"
alhamdulilah lolos tanpa prepare smua mendadak di kerjakan di hari h,alhamdulilah lolos tanpa prepare smua mendadak di kerjakan di hari h,"['alhamdulilah', 'lolos', 'tanpa', 'prepare', 'smua', 'mendadak', 'di', 'kerjakan', 'di', 'hari', 'h']","['alhamdulilah', 'lolos', 'prepare', 'smua', 'mendadak', 'kerjakan', 'hari', 'h']","['alhamdulilah', 'lolos', 'prepare', 'smua', 'dadak', 'kerja', 'hari', 'h']"
swis i m coming ,swis i m coming,"['swis', 'i', 'm', 'coming']","['swis', 'i', 'm', 'coming']","['swis', 'i', 'm', 'coming']"
ya aloh berikanlah negara kami negara yg gemah ripah loh jinawi negara yg aman dan sentosa rakyatnya sejahtera adil dan merata ,ya aloh berikanlah negara kami negara yang gemah ripah loh jinawi negara yang aman dan sentosa rakyatnya sejahtera adil dan merata,"['ya', 'aloh', 'berikanlah', 'negara', 'kami', 'negara', 'yang', 'gemah', 'ripah', 'loh', 'jinawi', 'negara', 'yang', 'aman', 'dan', 'sentosa', 'rakyatnya', 'sejahtera', 'adil', 'dan', 'merata']","['aloh', 'berikanlah', 'negara', 'negara', 'gemah', 'ripah', 'loh', 'jinawi', 'negara', 'aman', 'sentosa', 'rakyatnya', 'sejahtera', 'adil', 'merata']","['aloh', 'beri', 'negara', 'negara', 'gemah', 'ripah', 'loh', 'jawi', 'negara', 'aman', 'sentosa', 'rakyat', 'sejahtera', 'adil', 'rata']"
pantes ga ya diri ini,pantes tidak ya diri ini,"['pantes', 'tidak', 'ya', 'diri', 'ini']","['pantes', 'tidak', 'diri']","['pantes', 'tidak', 'diri']"
aku mau swis,aku mau swis,"['aku', 'mau', 'swis']","['aku', 'mau', 'swis']","['aku', 'mau', 'swis']"
 dr sh asia soekarno,dari sh asia soekarno,"['dari', 'sh', 'asia', 'soekarno']","['sh', 'asia', 'soekarno']","['sh', 'asia', 'soekarno']"
di dalam negeri gimana,di dalam negeri gimana,"['di', 'dalam', 'negeri', 'gimana']","['negeri', 'gimana']","['negeri', 'gimana']"
alhamdulilah anaku sekarang sedang kuliah di colombia universty new york amerika serikat dengan beasiwa lpdp,alhamdulilah anak sekarang sedang kuliah di colombia universty baru york amerika serikat dengan beasiwa lpdp,"['alhamdulilah', 'anak', 'sekarang', 'sedang', 'kuliah', 'di', 'colombia', 'universty', 'baru', 'york', 'amerika', 'serikat', 'dengan', 'beasiwa', 'lpdp']","['alhamdulilah', 'anak', 'sekarang', 'sedang', 'kuliah', 'colombia', 'universty', 'baru', 'york', 'amerika', 'serikat', 'beasiwa', 'lpdp']","['alhamdulilah', 'anak', 'sekarang', 'sedang', 'kuliah', 'colombia', 'universty', 'baru', 'york', 'amerika', 'serikat', 'beasiwa', 'lpdp']"
bener dapat uang saku segitu,benar dapat uang saku segitu,"['benar', 'dapat', 'uang', 'saku', 'segitu']","['benar', 'uang', 'saku', 'segitu']","['benar', 'uang', 'saku', 'segitu']"
mau ikut tp takut banget keterima ,mau ikut tapi takut sekali keterima,"['mau', 'ikut', 'tapi', 'takut', 'sekali', 'keterima']","['mau', 'ikut', 'takut', 'sekali', 'keterima']","['mau', 'ikut', 'takut', 'sekali', 'terima']"
batas usianya d tambh lagi lah lpdp,batas usianya di tambh lagi lah lpdp,"['batas', 'usianya', 'di', 'tambh', 'lagi', 'lah', 'lpdp']","['batas', 'usianya', 'tambh', 'lah', 'lpdp']","['batas', 'usia', 'tambh', 'lah', 'lpdp']"
smoga bisa jadi salah satu penerima lpdp ,smoga bisa jadi salah satu penerima lpdp,"['smoga', 'bisa', 'jadi', 'salah', 'satu', 'penerima', 'lpdp']","['smoga', 'jadi', 'salah', 'satu', 'penerima', 'lpdp']","['smoga', 'jadi', 'salah', 'satu', 'terima', 'lpdp']"
tahun depan la naik ,tahun depan la naik,"['tahun', 'depan', 'la', 'naik']","['tahun', 'depan', 'la', 'naik']","['tahun', 'depan', 'la', 'naik']"
malaysia adakah,malaysia adakah,"['malaysia', 'adakah']","['malaysia', 'adakah']","['malaysia', 'ada']"
mau belajar ielts nya dong kak,mau belajar ielts nya dong kakak,"['mau', 'belajar', 'ielts', 'nya', 'dong', 'kakak']","['mau', 'belajar', 'ielts', 'nya', 'dong', 'kakak']","['mau', 'ajar', 'ielts', 'nya', 'dong', 'kakak']"
syaratnya apa ya bs ikut kuliah dng program beasiswa ini,syaratnya apa ya bisa ikut kuliah dng program beasiswa ini,"['syaratnya', 'apa', 'ya', 'bisa', 'ikut', 'kuliah', 'dng', 'program', 'beasiswa', 'ini']","['syaratnya', 'apa', 'ikut', 'kuliah', 'dng', 'program', 'beasiswa']","['syarat', 'apa', 'ikut', 'kuliah', 'dng', 'program', 'beasiswa']"
pak mentri memang keren lanjutkan biar anak indonesia kaya bapak cerdas,bapak mentri memang keren lanjutkan biar anak indonesia seperti bapak cerdas,"['bapak', 'mentri', 'memang', 'keren', 'lanjutkan', 'biar', 'anak', 'indonesia', 'seperti', 'bapak', 'cerdas']","['bapak', 'mentri', 'memang', 'keren', 'lanjutkan', 'biar', 'anak', 'indonesia', 'bapak', 'cerdas']","['bapak', 'tri', 'memang', 'keren', 'lanjut', 'biar', 'anak', 'indonesia', 'bapak', 'cerdas']"
insyalah kalau ada rezeki nya,insyalah kalau ada rezeki nya,"['insyalah', 'kalau', 'ada', 'rezeki', 'nya']","['insyalah', 'kalau', 'rezeki', 'nya']","['insya', 'kalau', 'rezeki', 'nya']"
alhamdulilah mg hrs agar generasi muda berkualitas dpt tercipta di pendidikan luar negeri,alhamdulilah mg harus agar generasi muda berkualitas dapat tercipta di pendidikan luar negeri,"['alhamdulilah', 'mg', 'harus', 'agar', 'generasi', 'muda', 'berkualitas', 'dapat', 'tercipta', 'di', 'pendidikan', 'luar', 'negeri']","['alhamdulilah', 'mg', 'generasi', 'muda', 'berkualitas', 'tercipta', 'pendidikan', 'luar', 'negeri']","['alhamdulilah', 'mg', 'generasi', 'muda', 'kualitas', 'cipta', 'didik', 'luar', 'negeri']"
pengen bgt tapi susah bgt,ingin sekali tapi susah sekali,"['ingin', 'sekali', 'tapi', 'susah', 'sekali']","['sekali', 'susah', 'sekali']","['sekali', 'susah', 'sekali']"
semangat ges semoga tahun depan kita lolos,semangat teman semoga tahun depan kita lolos,"['semangat', 'teman', 'semoga', 'tahun', 'depan', 'kita', 'lolos']","['semangat', 'teman', 'semoga', 'tahun', 'depan', 'lolos']","['semangat', 'teman', 'moga', 'tahun', 'depan', 'lolos']"
tolong di up program ielts khusus pemula dari nol tks,tolong di atas program ielts khusus pemula dari nol tks,"['tolong', 'di', 'atas', 'program', 'ielts', 'khusus', 'pemula', 'dari', 'nol', 'tks']","['atas', 'program', 'ielts', 'khusus', 'pemula', 'nol', 'tks']","['atas', 'program', 'ielts', 'khusus', 'mula', 'nol', 'tks']"
lpdp yg bener dulu rekrutmenya jgn prioritasin anak titipan dulu,lpdp yang benar dulu rekrutmenya jangan prioritasin anak titipan dulu,"['lpdp', 'yang', 'benar', 'dulu', 'rekrutmenya', 'jangan', 'prioritasin', 'anak', 'titipan', 'dulu']","['lpdp', 'benar', 'dulu', 'rekrutmenya', 'jangan', 'prioritasin', 'anak', 'titipan', 'dulu']","['lpdp', 'benar', 'dulu', 'rekrutmenya', 'jangan', 'prioritasin', 'anak', 'titip', 'dulu']"
anak asn ndak boleh jd kecewa,anak asn ndak boleh jd kecewa,"['anak', 'asn', 'ndak', 'boleh', 'jd', 'kecewa']","['anak', 'asn', 'ndak', 'jd', 'kecewa']","['anak', 'asn', 'ndak', 'jd', 'kecewa']"
naikin gaji creative nya,naikin gaji creative nya,"['naikin', 'gaji', 'creative', 'nya']","['naikin', 'gaji', 'creative', 'nya']","['naikin', 'gaji', 'creative', 'nya']"
sehat selalu pak purbaya,sehat selalu bapak purbaya,"['sehat', 'selalu', 'bapak', 'purbaya']","['sehat', 'selalu', 'bapak', 'purbaya']","['sehat', 'selalu', 'bapak', 'purbaya']"
view hiden coments,view hiden coments,"['view', 'hiden', 'coments']","['view', 'hiden', 'coments']","['view', 'hiden', 'coments']"
turunkan harga dolar dulu,turunkan harga dolar dulu,"['turunkan', 'harga', 'dolar', 'dulu']","['turunkan', 'harga', 'dolar', 'dulu']","['turun', 'harga', 'dolar', 'dulu']"
bersukur dan bersukur semoga sebagai cahaya di kala gelap dan harapan di ksla rakyat dan putus asa,bersukur dan bersukur semoga sebagai cahaya di kala gelap dan harapan di ksla rakyat dan putus asa,"['bersukur', 'dan', 'bersukur', 'semoga', 'sebagai', 'cahaya', 'di', 'kala', 'gelap', 'dan', 'harapan', 'di', 'ksla', 'rakyat', 'dan', 'putus', 'asa']","['bersukur', 'bersukur', 'semoga', 'cahaya', 'kala', 'gelap', 'harapan', 'ksla', 'rakyat', 'putus', 'asa']","['bersukur', 'bersukur', 'moga', 'cahaya', 'kala', 'gelap', 'harap', 'ksla', 'rakyat', 'putus', 'asa']"
alhamdulilah wa asy syukur lilahi tala insyalah sehat selalu dan selalu berhasil beruntung mujur dan sukses terus ,alhamdulilah whatsapp asy syukur lilahi tala insyalah sehat selalu dan selalu berhasil beruntung mujur dan sukses terus,"['alhamdulilah', 'whatsapp', 'asy', 'syukur', 'lilahi', 'tala', 'insyalah', 'sehat', 'selalu', 'dan', 'selalu', 'berhasil', 'beruntung', 'mujur', 'dan', 'sukses', 'terus']","['alhamdulilah', 'whatsapp', 'asy', 'syukur', 'lilahi', 'tala', 'insyalah', 'sehat', 'selalu', 'selalu', 'berhasil', 'beruntung', 'mujur', 'sukses', 'terus']","['alhamdulilah', 'whatsapp', 'asy', 'syukur', 'lilah', 'tala', 'insya', 'sehat', 'selalu', 'selalu', 'hasil', 'untung', 'mujur', 'sukses', 'terus']"
